"bugId","testerId","testCycleId","productId","subject","action_performed","expected_result","result","error_message"
1523410,64256,67204,4189,"Wayward Pines - Caption of gif 11 in  15 Things to Know...  appears to be incomplete","1. Open http://www.fox.com/wayward-pines/article/15-things-to-know-about-the-latest-episode.","All gif captions will be complete.","The caption for #11 appears to be incomplete:  Plans thwarted L",NULL
1523379,64256,67204,4189,"MasterChef - Grammar typo in caption of 15th photo in Cinnamon Roll-er Coaster gallery","1. Open http://www.fox.com/masterchef/photo-gallery/cinnamon-roll-er-coaster.","Captions of all photos will be grammatically correct and have no typos.","In the caption of the 15th photo,  know  should be  knows .",NULL
1523072,64256,67204,4189,"SYTYCD - A Decade of Dance is truncated in show menu when Clips submenu active","1. Open http://www.fox.com/so-you-think-you-can-dance. 2. View show menu link A Decade Of Dance. 3. Click Clips dropdown arrow.","All show menu links will be fully visible.","Chrome and Firefox: The very right edge of the final  e  is cut off in menu link A Decade Of Dance.  When Clips submenu is activated, half of the word  Dance  is no longer visible. IE:  This is not an issue: menu link remains fully visible at all times.",NULL
1522765,64256,67204,4189,"[Content] Grinder - Duplicate phtos (gifs) in all Photos module","1. Open http://www.fox.com/the-grinder/pics.","Each photo on page will be unique; there will be no duplicates.","First 2 gifs in All Photos module are identical.",NULL
1522383,64256,67204,4189,"SYTYCD -  Stage vs Street  not prominently displayed in social posts","1. Open http://www.fox.com/so-you-think-you-can-dance/stagevsstreet. 2. Click on Facebook or Twitter icon in upper right corner of page. --OR--     Click on View Full Bracket after voting.  3. Select Facebook or Twitter and click Share with Friends. 4. Log into Facebook or Twitter if not already logged in and view Facebook comment or Tweet window. 5. View social post after sharing.","Stage vs. Street will display prominently in post; at the very least, capitalized as written here."," stage vs street  displays in all lowercase letters as shown here and does not capture user's attention.",NULL
1522319,64256,67204,4189,"Bullseye - Challenge Game PDF opens in same browser tab","1. Open http://www.fox.com/bullseye/article/bullseye-challenge-print-play-game. 2. Click  Click to download and print Bullseye Challenge!  link at bottom of page.","Game PDF will open in a new browser tab/window.","Game PDF opens in same browser tab.",NULL
1522233,64256,67204,4189,"[Content] Bullseye - Caption missing for Bullseye Challenge Game","1. Open http://www.fox.com/bullseye.","Buzz item captions will display.","Caption for Buzz item Bullseye Challenge Print & Play Game is missing.  Only ellipsis display.",NULL
1520360,64256,67204,4189,"SYTYCD - Buzz item Premiere Tonight is left justified in feed","1. Open http://www.fox.com/so-you-think-you-can-dance.","All Buzz items will be centered in feed.","Buzz item Premiere Tonight is left justified.",NULL
1520086,64256,67204,4189,"Golan the Insatiable - Show's landing page on mobile is Full Episode on Clips screen","1. Open any page on http://www.fox.com/. 2. Hover over Shows in global navigation bar and select Golan the Insatiable.","Landing page for show may be Latest Buzz, if available; if not, it will be a page that is accessible on any device.","Landing page is the show's Full Episodes page, http://www.fox.com/golan-the-insatiable/full-episodes, even though episodes cannot be viewed on FOX.com on mobile. The full episode displays (but does not play), with Clips being the only menu option. This occurs on both Android and iOS.",NULL
1520064,64256,67204,4189,"SYTYCD - Stage vs Street - No link to return to show site ","1. Open http://www.fox.com/so-you-think-you-can-dance/stagevsstreet. 2. hover over show name.","There will be a link on every show page that takes user back to the show's landing page.  This is typically the show's name if Latest Buzz link is not available.","There is no link on the voting or bracket page to take user to the SYTYCD home page. Show name is not a hyperlink.  User must use FOX global navigation to return to SYTYCD site.",NULL
1520050,64256,67204,4189,"SYTYCD - Stage vs Street - Hyperlink to voting is truncated in Facebook comment window","1. Open http://www.fox.com/so-you-think-you-can-dance/stagevsstreet. 2. Click on Facebook icon in upper right corner of page. --OR--     Click on View Full Bracket after voting and select Facebook/Share with Friends. 3. Log into Facebook if not already logged in.to view Facebook comment window.","Default text that display in Facebook post is visible to the right of the show image.","Bottom line of text, hyperlink to voting page, is truncated. (Displays correctly in Facebook post.)",NULL
1520044,64256,67204,4189,"SYTYCD - Stage vs Street - Name Melanie & Neil's performance is missing","1. Open http://www.fox.com/so-you-think-you-can-dance/stagevsstreet. 2. Scroll to 3rd pair of stage dancers, Robert & Allison and Melanie & Neil.","Each set of routines on which the user can vote will include the player with a static image of the dancers, the dancers' names and the name of their performance.","The name of Melanie & Neil's routine,  Total Eclipse of the Heart', is missing.",NULL
1513334,109604,72230,4189,"X-Files - Tags section is missing & Follow X Files is not displayed in left hand menu page","1. Open http://xfilesfox.tumblr.com/ 2. Tap left hand menu","- Tags section is displayed with tags  #the x files #mulder #scully #david duchovny #gillian anderson  - In addition  Follow X Files  is displayed on top of social icons","- Tags section is entirely missing -  Follow X Files  text is missing on top of social icons",NULL
1513169,109604,72230,4189,"X-Files - Both Intro Copy & Tag text is not visible due to white background and text color","1. Open http://xfilesfox.tumblr.com/  Scenario - 1: 2. Review Intro Copy text which is  Mulder and Scully are back for a Six-Episode Event Series January on FOX   Scenario - 2: 3. Click on any tag from Feed","Both Intro Copy and Tag text is displayed properly and visible to the user","- Due to white background and white font Both Intro Copy and Tag text is only displayed after highlighting with mouse  It look to me color guide itself has a bug - page background is WHITE and text color is WHITE again. I am guessing the page background should be black/gray and text color is WHITE instead. I did highlighted suspected areas in the color guide and attached a screenshot to this bug.",NULL
1513143,109604,72230,4189,"X-Files - An error occurred. Please try again later with FB share","Pre-requisites: Login into FB account  1. Open http://xfilesfox.tumblr.com/ 2. Click Share icon for X-Files feed 3. Select Facebook","FB sharing window is displayed"," An error occurred. Please try again later.  is displayed",NULL
1513128,109604,72230,4189,"X-Files - FOX page is missing section headlines and show names","1. Open http://xfilesfox.tumblr.com/ 2. Select FOX menu","FOX page is displayed with the following: a. FOLLOW FOX headline b. FOX SHOWS headline c. Show names are displayed under show thumbnail","All the following are missing on FOX page: a. FOLLOW FOX headline b. FOX SHOWS headline c. Show names are displayed under show thumbnail",NULL
1512987,123373,72230,4189,"X-Files Tumblr - Hex code for grey color is displayed at bottom of page","1. Navigate to http://xfilesfox.tumblr.com/ 2. Scroll to bottom of screen 3. View text at bottom of screen","No text should be displayed","The hex code #C5C5C5 is displayed as text in a very small font",NULL
1512981,123373,72230,4189,"X-Files Tumblr - All menu elements are surrounded by blue border ","1. Navigate to http://xfilesfox.tumblr.com/ 2. Observe the red menu elements (see screenshots)","The menu elements should be solid red","The menu elements have a distinct blue board around them",NULL
1512605,64256,67204,4189,"FOX.com FAQ - ask.fox.com page has Classic Fox navigation and footer w/old show menu","1. Open any http://www.fox.com/ page. 2. Click on FAQ under FOX Links in page footer to open https://ask.fox.com/hc/en-us, 3. Click on Shows link in navigation bar. 4. Scroll down to page footer.","Global navigation and page footer will be FOX.com standard.","Global navigation and page footer are from Classic Fox site.   Show list is not current; it contains retired shows and is missing several current shows as well as Coming Soon and Special Events.",NULL
1512464,64256,67204,4189,"Hell's Kitchen - Contestant Nick Peters is not grayed out","1. Open http://www.fox.com/hells-kitchen/contestants.","Contestant Nick Peters, who was eliminated 5/26/15, will be grayed out.","Nick Peters remains displayed as a contestant in contention.",NULL
1512403,64256,67204,4189,"Cause For Paws - Full Episode link remains in show menu","1. Open http://www.fox.com/cause-for-paws.","Episode was retired on 5/26/15, so Full Episode link will no longer display in show menu.","Full Episode link remains in show menu",NULL
1512310,64256,67204,4189,"Hell's Kitchen - Tune-in lists former time period","1. Open http://www.fox.com/hells-kitchen.","Tune-in will list new time period as of May 26:  TUESDAYS AT 9/8C.","Tune-in still displays former time period:  TUESDAYS AT 8/7C.",NULL
1512303,64256,67204,4189,"5th Grader - Tune-in is for 5/26 premiere","1. Open http://www.fox.com/are-you-smarter-than-a-fifth-grader.","Tune-in will reflect regular air day/time for upcoming episodes, such as: TUE 8/7C  JUN 2  --or-- TUESDAYS AT 8/7C","Tune-in reads PREMIERES MAY 26.",NULL
1512167,64256,67204,4189,"[Content] FOX.com Home - Bones slide displays tune-in date from 2 wk ago","1. Open http://www.fox.com/.","Tune-in information is rotator slides will be correct","Slide 6, Bones, displays incorrect tune-in from 2 weeks ago (May 14) instead of May 28.",NULL
1510462,64256,67204,4189,"MasterChef - Only 4 episodes available","1. Open http://www.fox.com/full-episodes or any page of http://www.fox.com/masterchef.","There will be a 5 episodes of show available.","There are only 4 episodes of MasterChef available.",NULL
1509831,64256,67204,4189,"Ads - Ford Focus ad has faint audio at end","1. Open any episode with the red Ford Focus ad in rotation, such as http://www.fox.com/watch/435554883566/7683679488. 2. View Ford Focus ad, typically located in first ad pod.","Ad's audio can be clearly heard.","In the last few seconds of the ad, the audio can barely be heard; a few words can be made out,  ...the auto brand... , but the rest is inaudible.  Prior to this point in the ad, the audio can be heard clearly.",NULL
1509823,64256,67204,4189,"Ads - Several ads are missing audio","1. Open any Bones episode: http://www.fox.com/watch/431488579745/7683679488 http://www.fox.com/watch/435554883566/7683679488 http://www.fox.com/watch/438675523840/7683679488 http://www.fox.com/watch/441791555948/7683679488 http://www.fox.com/watch/443974211892/7683679488 2. View pre-roll ad. 3. After video begins to play, scrub to first ad pod.","All ads will have audio.","The following ads playing as pre-roll or in first ad pod have no audio: - Google App (How windy is it) [pre-roll and first ad pod] - Teach.org [first ad pod] - American Red Cross [first ad pod] These ads have not been observed playing in any other ad position.  The following ads all have audio: - Fox Promos - Google App (hot air balloon) - Verizon - Ford - Red Robin - Lincoln - Target - Hulu - Miller High Life - Egg - Dove - Nationwide - Mercedes Benz - Autotrader - Mountain Dew - Blue Moon These ads are seen in a variety of shows, including Bones, Bob's Burgers, MasterChef and Wayward Pines.",NULL
1509634,64256,67204,4189,"On Air Tonight - Panel is missing","1. View Home screen.","On Air Tonight panel will display, promoting MasterChef episodes.","On Air Tonight panel is missing, both when user in not authenticated and authenticated. (OAT panel missing when user is authenticated was previously reported in issue 1503437).  Panel does not appear when user refreshes screen, nor after clearing app data.  Notes:  - Episodes airing tonight are rebroadcasts, not new episodes. - On Air Tonight panel is present in iOS app.",NULL
1506409,64256,67204,4189,"Bones - Only 4 episodes available","1. Open any page displaying Bones episodes, such as http://www.fox.com/full-episodes","The 5 most recent episodes will be available for viewing, Eps 15-19.","Only 4 episodes are available; Ep 15 is missing.",NULL
1505943,64256,67204,4189,"[Content] 5th Grader - Duplicate word  received  in 3rd paragraph/4th sentence of host's bio","1. Open http://www.fox.com/are-you-smarter-than-a-fifth-grader/article/about-jeff-foxworthy.","Bio will read correctly, with no duplicate words.","The word  received  appears twice in the 4th sentence of the 3rd paragraph:  He received also received a CMA nomination... ",NULL
1505936,64256,67204,4189,"MasterChef - Missing video  The Contestants  in Jesse Romero's bio feed","1. Open http://www.fox.com/masterchef/contestant/jesse-romero-0.","All contestants will currently have one video in their bio feed:  The Contestants, http://www.fox.com/watch/446212675944/7684704768.","Jesse Romero has no video in his feed. Note: he is the only contestant with  -0  following his name in his page's URL",NULL
1505036,64256,67204,4189,"MasterChef - Rolling 5 episodes have two Ep 17, and Ep 16 is missing","1. Open any page where MasterChef episodes are available, such as http://www.fox.com/full-episodes --OR-- http://www.fox.com/masterchef/full-episodes.","Rolling 5 will consist of the two new Season 6 episodes that aired 5/20/15, and final four episodes from Season 5 (Eps 16-19).","There are two Ep 17 in rotator, both with same name (Top 4 Compete) but different images.  Episode 16 is missing..",NULL
1504613,64256,67204,4189,"MasterChef - All of Season 5 episodes still available","1. Open any page where MasterChef episodes are available, such as http://www.fox.com/full-episodes --OR-- http://www.fox.com/masterchef/full-episodes.","Per FOX Full Episode Audit Rights Overview, sunset rule for MasterChef is premiere to premiere, so all of Season 5 episodes will no longer be available after Season 6 begins.","All Season 5 episodes are available.  This occurs both when user is authenticated and unauthenticated. Five Season 5 episodes are unlocked when user is not authenticated (Eps 15-19)",NULL
1504108,64256,67204,4189,"Global Navigation - 5th Grader show name does not wrap in Shows menu except on FOX.com Home","1. Open http://www.fox.com/. 2. Hover over Shows in global navigation bar and observe Are You Smarter Than a 5th Grader. 3. Select any show in menu. 4. Hover over Shows in global navigation bar and observe Are You Smarter Than a 5th Grader.","In link Are You Smarter Than a 5th Grader, the word  Grader  will wrap to the next line to avoid overlapping with column to the right."," Grader  only wraps to next line when user is on FOX.com homepage.  On any show page, all of  Are You Smarter Than a 5th Grader  link displays on one line and abuts next column.",NULL
1503857,64256,67204,4189,"[AI] Global Navigation - 5th Grader and Bullseye display under Coming Soon in Shows menu","1. Open any American Idol page, such as http://www.americanidol.com/. 2. Hover over Shows in global navigation bar.","Shows menu will match FOX.com:  Are You Smarter Than a 5th Grader and Bullseye will display under All Shows.","Are You Smarter Than a 5th Grader and Bullseye still display under Coming Soon.",NULL
1503437,64256,67204,4189,"On Air Tonight - Panel does not display if user is signed into MVPD","0. User is not signed into MVPD. 1. View On Air Tonight panel on Home. 2. Tap navigation drawer and select Settings. 3. Tap TV Provider. 4. Select MVPD and sign in with valid credentials. 5. Return to Home screen. 6. Repeat sign in and sign out, viewing Home after each.","On Air Tonight panel displays both when user is signed in and not signed into MVPD. (Currently, On Air Tonight panel displays between Empire's Watch the Complete Season panel and Hell's Kitchen New Episode  7 Chefs Compete .)","On Air Tonight panel only displays if user is signed into MVPD.  Panel is missing when signed into MVPD; it displays nowhere on Home screen. Issue only occurs on handset, not on tablet.",NULL
1503102,64256,67204,4189,"[FN] MasterChef - Incorrect tune-in for tonight's season premiere","1. Tap On Air tonight panel to visit show site.","Tune-in will reflect tonight's season premiere on May 20. ","Tune-in reads: On Air Wednesday, Jun 10",NULL
1502688,64256,67204,4189,"Full Episodes - Thumbnail on left in final set of thumbnails in rotator is truncated","1. Open http://www.fox.com/full-episodes. 2. Scroll to end of rotator (i.e., far right) of any show with 3 or more episodes, such as Hell's Kitchen.","Last 3 thumbnails in rotator will be fully visible.","In the last set of 3 thumbnails, the beginning of the episode title and air date are truncated in the thumbnail on the left. This issue occurs for all shows, no matter how many episodes (as long as there are at least 3).  Display of all sets of  thumbnails are left justified, with the exception of the final set, which is right justified.",NULL
1502665,64256,67204,4189,"X-Files - Facebook Like posts duplicate text in Activity Log","1. Open http://www.fox.com/the-x-files/article/check-out-the-fan-art. 2. Click on Facebook Like and log into Facebook if not already logged in. 3. View post in Facebook Activity Log.","There will be no duplicate text in post.  Post will read  Check out the Fan Art! "," Check out  displays twice in post:   Check out Check out the Fan Art! ",NULL
1502649,64256,67204,4189,"Frankenstein Code - Duplicate clip, one does not play","1. Open http://www.fox.com/watch/447731267674/7765920768, 2. Click Clip Details button and view description. 3. View clip titles in rotators. 4. Click on other clip with same title.","There will be no duplicate clips in rotator. All clips in rotator will play.","Second clip in rotator, http://www.fox.com/watch/442388547844/7765920768, does not play. It has the same title and description of first clip, though a different thumbnail image.",NULL
1502582,64256,67204,4189,"Bordertown - Random open-page-in-new-tab icons/hyperlinks present in About The Show","1. Open http://www.fox.com/bordertown. 2. Click on icons in About The Show panel.","There will be no unnecessary icons present in text. 'Opening page in new tab' icons will only be present where page opens in new tab. About The Show panel will close when panel's tab is clicked; not when words in text are clicked.","In About The Show in right rail panel, there are 5 open-page-in-new-tab icons with corresponding hyperlinked words in text.  The words that are hyperlinks appear to be random.  On click they hide the About The Show panel. Links: Paragraph 1 - america Paragraph 2 - already Paragraph 3 - college Paragraph 4 - begin Paragraph 5 - la cucaracha",NULL
1502559,64256,67204,4189,"[AI] Buzz - Video FIFA Women's World Cup 2015 Anthem opens incorrect YouTube page","1. Open http://www.americanidol.com/. 2. Click on video  Buzz item FIFA Women's World Cup 2015 Anthem.","YouTube video related to anthem Beautiful Life will open.","YouTube page with missing video opens:  https://www.youtube.com/watch?t=177&v=Mv_A6omjTw8  See error message below.","This video has been removed by the user. Sorry about that."
1502552,64256,67204,4189,"[AI] Idol Moments - Incorrect word ( which ) in 2nd paragraph","1. Open http://www.americanidol.com/moments.","Article will be grammatically correct.","In 2nd paragraph, the word  which  should be  that .",NULL
1502540,64256,67204,4189,"Home / Side Menu - Coming To Fox is listed alphabetically instead of displaying after  shows","1. View All Shows panel on Home. 2. Tap menu button and view list of shows.","Coming To Fox will display at end of list of shows.","Coming To Fox is integrated alphabetically in list of shows.",NULL
1502531,64256,67204,4189,"Home/ Side Menu - Specials on Fox is missing","1. View All Shows panel on Home. 2. Tap menu button and view list of shows.","Specials on Fox will display in All Shows and in side menu.","Specials on Fox is missing.",NULL
1502499,64256,67204,4189,"Global Navigation - Mulaney is missing from Shows menu","1. Open any http://www.fox.com/ page. 2. Hover over Shows in global navigation bar.","Mulaney is available to users until mid-September and will display in global Shows menu.","Mulaney is missing from menu. (Mulaney is present on Shows page, http://www.fox.com/shows.)",NULL
1501780,114292,71401,4189,"Twitter share - Unable to click Share when clip is playing on IE10","1. Play Kitchen Nightmares clip at http://www.fox.com/watch/242164803847/7684324608?playlist=47801 2. Click on Share button to share as tweet","In-player share functionality appears","Nothing happens when I click on the Share button.  I updated Flash within IE and that did not resolve the problem.",NULL
1501128,64256,67204,4189,"5th Grader/Bullseye - No clips shown & eps unavailable msg display for clips when open show 1st time","0. Pre-requisite: user has never visited 5th Grader or Bullseye show site in app. 1. Tap navigation drawer and select Are You Smarter Than A 5th Grader or Bullseye. 2. View landing screen; toggle between Clips and Episodes.","Clip content/thumbnails will display when Clips filter is applied, and unavailability message will display for Episodes.","When the show site is opened for the first time, the episode unavailability message displays under Clips; there are no clips present. Episodes filter may display as blank, with no message. If user then navigates to another show and subsequently returns to 5th Grader or Bullseye, content then displays as expected:  clips display under Clips, and unavailability message displays under Episodes. (Note: After having visited the show site, this issue can be reproduced by doing a force stop on the app and clearing data.)  This issue is significant when a new show is added, since the user will go to investigate the new show and will find no content available for viewing.",NULL
1500542,64256,71401,4189,"Clips - Inline player in Tweet share only loads the first time user shares in IE","1. Open http://www.fox.com/watch/401460803743/7684159488. 2. After video begins to play, click Share icon. 3. Click Twitter icon and login into Twitter if not already logged in. 4. Click Tweet button to post.  5. Twitter page automatically opens. 6. Click view media link: verify that player loads and functions. 7. Delete Tweet. 8. Open another clip, such as http://www.fox.com/watch/445010499542/7684109568. 9. Repeat steps 2-6 (user already logged into Twitter).","When user clicks View Media link, player will display and video loads.","IE only: When user shares the first video, player displays and loads as expected.  However, when the second clip is shared, only a blank player displays; video never loads.  Chrome/Firefox/Safari: Function as expected; video always loads in player.",NULL
1500521,64256,71401,4189,"Clips - View media link in Twitter post does not display on initial load ","1. Open any clip, such as http://www.fox.com/watch/444045891775/7684520448. 2. After video begins to play, click Share icon. 3. Click Twitter icon and login into Twitter if not already logged in. 4. Click Tweet button to post.   5. Twitter page automatically opens.","Twitter post displays with View Media link present.","Chrome and Firefox:  View Media link does not display unless user refreshes page. IE: Sometimes View Media displays, sometimes it does not. Safari: View Media link displays when Twitter page initially loads.",NULL
1500470,64256,67204,4189,"[Content] FOX.com Home - May 17 slides in rotator on May 18, incorrect promos, one Access Denied","1. Open http://www.fox.com/. 2. Click on each slide in rotator.","All slides will navigate to valid landing pages with URLs that contain May18.","Slides are for May 17, including promos for Sunday Funday, MasterChef premiering in 3 days (not 2), and Brooklyn 9-9 preview that opens Access Denied page.   All Landing page URLs contain May17: http://www.fox.com/watch/444901443857/7684109568?intcmp=FOX-HPCRSL_B99_2015_May17_001_SF http://www.fox.com/watch/444025411698/7684704768?intcmp=FOX-HPCRSL_Mstrchf_2015_May17_003_SF http://www.fox.com/watch/445133891943/7740238848?intcmp=FOX-HPCRSL_ScrmQns_2015_May17_004_SF http://www.fox.com/schedule?intcmp=FOX-HPCRSL_SDFD_2015_May17_005_SF http://www.fox.com/watch/446245955617/7684497408?intcmp=FOX-HPCRSL_Follow_2015_May17_006_SF http://www.fox.com/the-last-man-on-earth/full-episodes?intcmp=FOX-HPCRSL_LMOE_2015_May17_007_LF","Slide 1: ACCESS DENIED You are not authorized to access this page."
1499643,64256,67204,4189,"FOX.com Home - Only one slide in rotator","1. Open http://www.fox.com/.","There will be multiple slides in rotator.","There is only one slide in rotator.",NULL
1499640,64256,67204,4189,"[Content] Simpsons - Principal misspelled in 'Power Failure  clip description","1. Open http://www.fox.com/watch/445651011610/7684601088. 2. Click Clip Details button.","All words in clip description will be spelled correctly."," Principal  is misspelled as  Priniciple .",NULL
1498957,151715,71401,4189,"Twitter App - Fox clips do not play on app","Prereq - User has shared clips from fox and verified they play on desktop 1. Open the twitter app 2. View some of the shared clips from fox and try to play them","Fox share should play within the app","Fox clips do not play on Twitter app. A video player is seen but the content does not play",NULL
1498928,151715,71401,4189,"American Idol Twitter Share - No playcard is shown when posting to Twitter","1. http://www.americanidol.com/watch/445132867717/7716941568?playlist=114276 2. Click on Share and choose to do so with TWITTER 3. Confirm twitter post and view the post on twitter","Like any other show, a player card should be seen when twitter post is expanded","Other clips have player cards when user shares to twitter, American Idol clips do not have any",NULL
1497977,109604,71220,4189,"Play Along - A rectangle border is displayed after selecting social icons","1. Open http://staging.fox.com/are-you-smarter-than-a-fifth-grader/play-along 2. Click Twitter/Facebook icon","New window is opened and there will be no borders around social icons","A rectangle border is displayed around social icons after selecting either FB/Twitter icons",NULL
1497968,109604,71220,4189,"Play Along - Clicking on Sponsor's logo is not opening sponsor's page","1. Open http://staging.fox.com/are-you-smarter-than-a-fifth-grader/play-along 2. Scroll down to  4th Grade - World History  3. Click on FARMERS Insurance","Sponsor's page is displayed in new window","Click on sponsor is not opening sponsor's page",NULL
1497441,114292,71220,4189,"Play Along - Unnecessary scroll bar appears when  Play Along is over for this week  message is shown","1. Navigate to http://staging.fox.com/are-you-smarter-than-a-fifth-grader/play-along when Play Along is over.","Message is displayed stating Play Along is shown and displays without issue.","There is a scrollbar to the right of this message.  Scrolling down shows only a small strip of white below that content.",NULL
1497340,151715,71220,4189,"Play Along - Class Discussion question has answers that are cut off","1. Launch the http://staging.fox.com/are-you-smarter-than-a-fifth-grader/play-along# 2. Scroll down the page till you see a section called  Class Discussion  3. Read the answers given","Answers should be full so a user can make an informed decision.","The answers to the question are cut off",NULL
1497223,64256,70778,4189,"[AI] Global Shows Menu - Gone is missing from Special Events","1. Open any American Idol page, such as http://www.americanidol.com/. 2. Hover over Shows in global navigation bar.","Shows menu will match FOX.com: Gone will display under Special Events.","Gone is not present in Special Events portion of Shows menu.",NULL
1497080,64256,70778,4189,"[AI] Global Shows Menu - Mulaney remains in menu","1. Open any American Idol page, such as http://www.americanidol.com/. 2. Hover over Shows in global navigation bar.","Shows menu will match FOX.com: Mulaney will no longer be present.","Mulaney still remains in menu.",NULL
1496006,65572,70778,4189,"[GLOBAL] - Clips - Unable to resume playback after tapping Done button in native video player","1. Open http://www.americanidol.com/clips 2. Select any clip 3. Tap on Play button 4. When ad or content starts playing in native video player, tap on Done button (left top corner) 5. Click on the clip to resume playback","A user is able to resume playback.","A user is unable to resume playback. Player controls are missing. If Done is clicked with content playing, tapping on the clip does nothing. If Done is clicked with Pre-Roll ad playing, tapping on the clip redirects to Ad page.",NULL
1495874,64256,70778,4189,"[Content] [AI] Clip - Clip description for finale clip  Fun  contains duplicate word","1. Open http://www.americanidol.com/watch/445174851976/7716941568?playlist=114276. 2. Click Clip Details button.","Clip description will contain no errors/duplicate words.","In the 7th sentence, the word  a  displays twice",NULL
1495384,127248,70778,4189,"[AI] - Clips - Share card - Twitter post doesn't contain a video card","1. Load URL: http://www.americanidol.com/ 2. Go to > Clips > All clips and click on a clip 3. Hover the mouse pointer over the video player and click 'Share' 4. Click on 'Twitter' logo 5. Log in with valid credentials and click 'Tweet' 6. Check you Twitter account Note: Twitter post doesn't contain a video card","Twitter post should contain a video card","Twitter post doesn't contain a video card","n/a"
1495319,127248,70778,4189,"[AI] - Clips - Performances - Footer parts are overlapping each other","1. Load URL: http://www.americanidol.com/ 2. Go to Clips > Performances 3. Scroll down to the bottom of the page Note: Feedback, Trademark and Copyright Notice, Partner logos overlap each other","Footer part are not everlapping","Footer parts Feedback, Trademark and Copyright Notice, Partner logos overlap each other  Note: This happens only when http://www.americanidol.com/performances is loaded and the first clip starts to play. Once the clip stops playing, the page refreshes, next clip starts playing. Footer is displayed properly now","n/a"
1495164,135979,70778,4189,"[AI] - Share Clip - Metadata does not appear in Stumble ","1. Go to http://www.americanidol.com/clips 2. Choose  Watch Hometown Dedication: Clark Beckham (Sitting' On)  3. Click on Share option via StumbleUpon","Metadata should appear ","Title of the clip not appear",NULL
1495142,127248,70778,4189,"[AI] - Scrolling - Scrolling direction of Vertical Left Nav is different from that of Buzz Feed","1. Load URL: http://www.americanidol.com/ 2. Scroll down the Left Vertical Nav by sliding two fingers in downward direction on the trackpad (or mouse wheel) 3. Scroll down the Buzz Feed by sliding two fingers in upward direction on the trackpad (or mouse wheel) Note: To scroll down user has to use different movement directions for the Left Vertical Nav and Main Feed","To scroll down/up any part of the page, user should use the same direction of movement with his/her fingers on the trackpad or mouse wheel","To scroll down/up user has to use different movement directions for the Left Vertical Nav and Buzz Feed","n/a"
1495079,109025,70778,4189,"[AI] - Full Episodes - This content is currently unavailable when try to watch Top 2 Perform episode","1. Go to http://www.americanidol.com/watch/444487235619/7716941568 2. Sign In with valid credentials","The video should start playing"," This content is currently unavailable when try to watch Top 2 Perform episode  ",NULL
1494376,64256,67204,4189,"[AI] Top 2 Music - Link to  Champion  is incorrect","1. Open http://www.americanidol.com/article/the-top-2-get-the-music. 2. Click on link Clark Beckham's  Champion . ","iTunes page for downloading the songs will open: https://itunes.apple.com/us/album/american-idol-top-3-season/id993881705","http.com page opens.  Link has incorrect URL: http://www.http.com//smarturl.it/IdolTop3C. ",NULL
1494364,64256,67204,4189,"Ads - Final AI Ford ad has very poor resolution","1. Open clip or episode, such as http://www.americanidol.com/watch/444437571858/7716941568.--OR-- http://www.americanidol.com/watch/444487235619/7716941568.","Ads will have high resolution.","Pre-roll ad is grainy and pixelated, poor resolution.",NULL
1493929,64256,67204,4189,"Empire - Neyo Instagram in Buzz feed opens Page Not Found","1. Open http://www.fox.com/empire. 2. Click on Buzz item Neyo Joins Empire.","Corresponding Instagram page will open.","Instagram page not found opens: https://instagram.com/p/2jSv6HwmfJ/. See error message below.","Page Not Found This page could not be found.  You might have followed an incorrect link."
1493921,64256,67204,4189,"Rosewood - Maggie Elizabeth Jones Tweet in Buzz feed opens non-existent Twitter page ","1. Open http://www.fox.com/rosewood. 2. Click on Maggie Elizabeth Jones tweet in Buzz feed. ","Twitter page for that tweet will open.","User is taken to non-existent Twitter page: https://twitter.com/maggielizjones/statuses/597850771066068993. See error message below.","Sorry, that page doesn’t exist!"
1493291,64256,67204,4189,"[AI] Auditions - Link to Season XV online auditions in FAQ PDF has incorrect URL","1. Open http://www.americanidol.com/auditions.  2. Click FAQ link in 4th paragraph to view FAQ PDF. 3. Click link to the American Idol Online Audition Website in 8th Q&A.","Link will open online application page for Season XV.","Link is for Season XIV auditions: https://fmna.etribez.com/a/fmna/ai14/welcomeOnline.  User receives message to this effect--see below. Correct link is https://fmna.etribez.com/a/fmna/ai15/welcome.","Hello, We are sorry but American Idol XIV is now closed for registration. Thank you and good luck."
1493238,64256,67204,4189,"[Content] [AI] Home/Article - Season XV announcement has misplaced dashes in caption/text","1. Open http://www.americanidol.com/ --OR-- http://www.americanidol.com/auditions","Text in all Buzz captions and articles will be correct.","The dashes are misplaced in the caption for the announcement of Season XV in Buzz feed and in the 2nd paragraph on the article page:   ...for the 15th--and final season--of AMERICAN IDOL  should be  for the 15th--and final--season of AMERICAN IDOL  ",NULL
1492322,109025,70751,4189,"[Upfronts] Show Trailers - Border Town and Grinder displayed in squares in IE 11","1. Go to URL http://www.fox.com/upfronts-2015/programming/showtrailers 2. Observe Border Town and Grinder shows","Border Town and Grinder should displayed in circles","Border Town and Grinder displayed in squares issue occurs only in IE 11",NULL
